RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_VOZ_DE_LA_MIXTECA resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_voz_de_la_mixteca NP00000 1
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
( ( Fpa 1
la el DA0FS0 0.98926
“ “ Fra 1
Constitución constitución NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
es ser VSIP3S0 1
un uno DI0MS0 0.99698
órgano órgano NCMS000 1
autónomo autónomo AQ0MS00 0.980769
, , Fc 1
con con SP 1
personalidad personalidad NCFS000 1
jurídica jurídico AQ0FS00 1
y y CC 0.999989
patrimonio patrimonio NCMS000 1
propio propio AQ0MS00 0.998575
, , Fc 1
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
por por SP 1
objeto objeto NCMS000 0.996183
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
eficiente eficiente AQ0CS00 1
de de SP 0.999961
la el DA0FS0 0.98926
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
las el DA0FP0 0.988184
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
conforme_a conforme_a SP 1
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
la el DA0FS0 0.98926
Constitución constitución NP00000 1
y y CC 0.999989
en en SP 1
los el DA0MP0 0.992728
términos término NCMP000 1
que que PR0CN00 0.550139
fijen fijar VMSP3P0 0.941964
las el DA0FP0 0.988184
leyes ley NCFP000 1
. . Fp 1

Para para SP 0.999834
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
tiene tener VMIP3S0 1
a a SP 0.998775
su su DP3CSN 1
cargo cargo NCMS000 0.998084
la el DA0FS0 0.98926
regulación regulación NCFS000 1
, , Fc 1
promoción promoción NCFS000 1
y y CC 0.999989
supervisión supervisión NCFS000 1
de de SP 1
el el DA0MS0 1
uso uso NCMS000 0.998047
, , Fc 1
aprovechamiento aprovechamiento NCMS000 1
y y CC 0.999989
explotación explotación NCFS000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
, , Fc 1
las el DA0FP0 0.988184
redes red NCFP000 0.990196
y y CC 0.999989
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
así_como así_como CC 1
de de SP 1
el el DA0MS0 1
acceso acceso NCMS000 1
a a SP 0.998775
infraestructura infraestructura NCFS000 1
activa activo AQ0FS00 0.992395
, , Fc 1
pasiva pasivo AQ0FS00 0.661244
y y CC 0.999989
otros otro DI0MP0 0.745978
insumos insumo NCMP000 1
esenciales esencial AQ0CP00 1
, , Fc 1
garantizando garantizar VMG0000 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
y y CC 0.999989
7o 7o Z 1
. . Fp 1
de de SP 0.999961
la el DA0FS0 0.98926
propia propio AQ0FS00 1
Constitución constitución NP00000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
décimo 10 AO0MS00 0.607399
sexto 6 AO0MS00 0.987805
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
28 28 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
establece establecer VMIP3S0 0.992424
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
es ser VSIP3S0 1
la el DA0FS0 0.98926
autoridad autoridad NCFS000 1
en_materia_de en_materia_de SP 1
competencia competencia NCFS000 1
económica económico AQ0FS00 1
de de SP 0.999961
los el DA0MP0 0.992728
sectores sector NCMP000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
, , Fc 1
entre entre SP 0.980341
otros otro DI0MP0 0.745978
aspectos aspecto NCMP000 1
, , Fc 1
le le PP3CSD0 1
corresponde corresponder VMIP3S0 0.996183
regular regular VMN0000 0.5
de de SP 0.999961
forma forma NCFS000 0.987798
asimétrica asimétrico AQ0FS00 1
a a SP 0.998775
los el DA0MP0 0.992728
participantes participante NCCP000 0.983871
en en SP 1
estos este DD0MP0 0.972009
mercados mercado NCMP000 0.997512
con con SP 1
el el DA0MS0 1
objeto objeto NCMS000 0.996183
de de SP 0.999961
eliminar eliminar VMN0000 1
eficazmente eficazmente RG 1
las el DA0FP0 0.988184
barreras barrera NCFP000 1
a a SP 0.998775
la el DA0FS0 0.98926
competencia competencia NCFS000 1
y y CC 0.999989
la el DA0FS0 0.98926
libre libre AQ0CS00 0.957522
concurrencia concurrencia NCFS000 1
e y CC 0.987994
imponer imponer VMN0000 1
límites límite NCMP000 1
a a SP 1
el el DA0MS0 1
concesionamiento concesionamiento NCMS000 0.981144
y y CC 0.999989
a a SP 0.998775
la el DA0FS0 0.98926
propiedad propiedad NCFS000 1
cruzada cruzar VMP00SF 0.473747
que que PR0CN00 0.550139
controle controlar VMSP3S0 0.634863
varios varios DI0MP0 0.9139
medios medio NCMP000 0.997344
de de SP 0.999961
comunicación comunicación NCFS000 1
que que PR0CN00 0.550139
sean ser VSSP3P0 0.996689
concesionarios concesionario AQ0MP00 0.37202
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
que que PR0CN00 0.550139
sirvan servir VMSP3P0 0.941964
a a SP 0.998775
un uno DI0MS0 0.99698
mismo mismo AQ0MS00 0.802208
mercado mercado NCMS000 0.999343
o o CC 0.999864
zona zona NCFS000 1
de de SP 0.999961
cobertura cobertura NCFS000 1
geográfica geográfico AQ0FS00 1
, , Fc 1
garantizando garantizar VMG0000 1
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
y y CC 0.999989
7o 7o Z 1
. . Fp 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
décimo 10 AO0MS00 0.607399
séptimo 7 AO0MS00 0.991803
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
28 28 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
dispone disponer VMIP3S0 1
que que CS 0.449861
corresponde corresponder VMIP3S0 0.996183
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
, , Fc 1
la el DA0FS0 0.98926
revocación revocación NCFS000 1
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
autorización autorización NCFS000 1
de de SP 0.999961
cesiones cesión NCFP000 1
o o CC 0.999864
cambios cambio NCMP000 1
de de SP 0.999961
control control NCMS000 1
accionario accionario AQ0MS00 1
, , Fc 1
titularidad titularidad NCFS000 1
u o CC 0.99505
operación operación NCFS000 1
de de SP 0.999961
sociedades sociedad NCFP000 1
relacionadas relacionar VMP00PF 1
con con SP 1
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
. . Fp 1

De de SP 0.999961
igual igual AQ0CS00 0.592493
forma forma NCFS000 0.987798
, , Fc 1
conforme_a conforme_a SP 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
15 15 Z 1
fracción fracción NCFS000 1
IV iv NP00000 1
y y CC 0.999989
17 17 Z 1
fracción fracción NCFS000 1
I_de_la_Ley i_de_la_ley NP00000 1
y y CC 0.999989
6 6 Z 1
fracciones fracción NCFP000 0.998103
I i NP00000 1
y y CC 0.999989
XXXVIII_de_el_Estatuto_Orgánico xxxviii_de_el_estatuto_orgánico NP00000 1
, , Fc 1
corresponde corresponder VMIP3S0 0.996183
a a SP 1
el el DA0MS0 1
Pleno_de_el_Instituto pleno_de_el_instituto NP00000 1
la el DA0FS0 0.98926
facultad facultad NCFS000 0.988202
de de SP 0.999961
otorgar otorgar VMN0000 1
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
previstas prever VMP00PF 1
en en SP 1
dicho decir VMP00SM 0.997159
ordenamiento ordenamiento NCMS000 1
legal legal AQ0CS00 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
conforme_a conforme_a SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
32 32 Z 1
de de SP 1
el el DA0MS0 1
Estatuto_Orgánico estatuto_orgánico NP00000 1
corresponden corresponder VMIP3P0 1
originariamente originariamente RG 1
a a SP 0.998775
la el DA0FS0 0.98926
Unidad_de_Concesiones unidad_de_concesiones NP00000 1
y y CC 0.999989
Servicios servicios NP00000 1
las el DA0FP0 0.988184
atribuciones atribución NCFP000 1
conferidas conferir VMP00PF 1
a a SP 0.998775
la el DA0FS0 0.98926
Dirección_General_de_Concesiones_de_Radiodifusión dirección_general_de_concesiones_de_radiodifusión NP00000 1
, , Fc 1
a a SP 0.998775
quien quien PR0CS00 1
compete competer VMIP3S0 0.989218
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
34 34 Z 1
fracción fracción NCFS000 1
I i NP00000 1
de de SP 1
el el DA0MS0 1
ordenamiento ordenamiento NCMS000 1
jurídico jurídico AQ0MS00 1
en en SP 1
cita cita NCFS000 0.774105
, , Fc 1
tramitar tramitar VMN0000 1
y y CC 0.999989
evaluar evaluar VMN0000 1
las el DA0FP0 0.988184
solicitudes solicitud NCFP000 1
para para SP 0.999834
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
radiodifusión radiodifusión NCFS000 1
para para SP 0.999834
someter someter VMN0000 1
las lo PP3FPA0 1
a a SP 0.998775
consideración consideración NCFS000 1
de de SP 1
el el DA0MS0 1
Pleno pleno NP00000 1
. . Fp 1

En en SP 1
este este DD0MS0 0.949201
orden orden NCCS000 1
de de SP 0.999961
ideas idea NCFP000 0.991031
y y CC 0.999989
considerando considerar VMG0000 0.813333
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
tiene tener VMIP3S0 1
a a SP 0.998775
su su DP3CSN 1
cargo cargo NCMS000 0.998084
la el DA0FS0 0.98926
regulación regulación NCFS000 1
, , Fc 1
promoción promoción NCFS000 1
y y CC 0.999989
supervisión supervisión NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
la el DA0FS0 0.98926
radiodifusión radiodifusión NCFS000 1
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
facultad facultad NCFS000 0.988202
para para SP 0.999834
otorgar otorgar VMN0000 1
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
previstas prever VMP00PF 1
en en SP 1
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
el el DA0MS0 1
Pleno pleno NP00000 1
, , Fc 1
órgano órgano NCMS000 1
máximo máximo AQ0MS00 0.863176
de de SP 0.999961
gobierno gobierno NCMS000 0.989726
y y CC 0.999989
decisión decisión NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
se se P00CN00 0.494509
encuentra encontrar VMIP3S0 0.97619
plenamente plenamente RG 1
facultado facultar VMP00SM 1
para para SP 0.999834
resolver resolver VMN0000 1
sobre sobre SP 0.997804
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
concesiones concesión NCFP000 1
para para SP 0.999834
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
comunitaria comunitario AQ0FS00 1
. . Fp 1

SEGUNDO 2 AO0MS00 0.900353
. . Fp 1
- - Fg 1
Marco marco NCMS000 0.993808
jurídico jurídico AQ0MS00 1
aplicable aplicable AQ0CS00 1
. . Fp 1

El el DA0MS0 1
artículo artículo NCMS000 1
28 28 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
, , Fc 1
párrafos párrafo NCMP000 1
décimo décimo NCMS000 0.392601
séptimo 7 AO0MS00 0.991803
y y CC 0.999989
décimo 10 AO0MS00 0.607399
octavo 8 AO0MS00 0.978495
establecen establecer VMIP3P0 1
, , Fc 1
de de SP 0.999961
manera manera NCFS000 1
respectiva respectivo AQ0FS00 1
, , Fc 1
los el DA0MP0 0.992728
tipos tipo NCMP000 1
de de SP 0.999961
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
, , Fc 1
así_como así_como CC 1
los el DA0MP0 0.992728
mecanismos mecanismo NCMP000 1
para para SP 0.999834
su su DP3CSN 1
otorgamiento otorgamiento NCMS000 1
. . Fp 1

Así así RG 0.999409
, , Fc 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
décimo 10 AO0MS00 0.607399
séptimo 7 AO0MS00 0.991803
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
28 28 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
indica indicar VMIP3S0 0.995495
que que CS 0.449861
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
podrán poder VMIF3P0 1
ser ser VSN0000 0.959637
para para SP 0.999834
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
, , Fc 1
público público AQ0MS00 0.409696
, , Fc 1
privado privar VMP00SM 0.99569
y y CC 0.999989
social social AQ0CS00 0.998783
, , Fc 1
incluyendo incluir VMG0000 1
en en SP 1
esta este DD0FS0 0.978817
última último AO0FS00 1
modalidad modalidad NCFS000 1
a a SP 0.998775
las el DA0FP0 0.988184
comunitarias comunitario AQ0FP00 1
y y CC 0.999989
a a SP 0.998775
las el DA0FP0 0.988184
indígenas indígena NCCP000 0.596154
, , Fc 1
debiendo deber VMG0000 1
sujetar sujetar VMN0000 1
se se PP3CN00 1
de_acuerdo_con de_acuerdo_con SP 1
sus su DP3CPN 0.999903
fines fin NCMP000 0.994186
, , Fc 1
a a SP 0.998775
los el DA0MP0 0.992728
principios principio NCMP000 1
señalados señalar VMP00PM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
2o 2o Z 1
. . Fp 1
, , Fc 1
3o 3o Z 1
. . Fp 1
, , Fc 1
6o 6o Z 1
. . Fp 1
y y CC 0.999989
7o 7o Z 1
. . Fp 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
. . Fp 1

A a SP 0.998775
continuación continuación NCFS000 1
se se P00CN00 0.494509
transcribe transcribir VMIP3S0 0.989241
de de SP 0.999961
manera manera NCFS000 1
íntegra íntegro AQ0FS00 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
citado citar VMP00SM 1
: : Fd 1
“ “ Fra 1
Artículo artículo NCMS000 0.668984
28 28 Z 1
. . Fp 1
… … Fz 1
… … Fz 1
. . Fp 1

Corresponde corresponder VMIP3S0 0.996183
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
, , Fc 1
la el DA0FS0 0.98926
revocación revocación NCFS000 1
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
autorización autorización NCFS000 1
de de SP 0.999961
cesiones cesión NCFP000 1
o o CC 0.999864
cambios cambio NCMP000 1
de de SP 0.999961
control control NCMS000 1
accionario accionario AQ0MS00 1
, , Fc 1
titularidad titularidad NCFS000 1
u o CC 0.99505
operación operación NCFS000 1
de de SP 0.999961
sociedades sociedad NCFP000 1
relacionadas relacionar VMP00PF 1
con con SP 1
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
. . Fp 1

El el DA0MS0 1
Instituto instituto NP00000 1
notificará notificar VMIF3S0 1
a a SP 1
el el DA0MS0 1
Secretario secretario NP00000 1
de de SP 1
el el DA0MS0 1
ramo ramo NCMS000 1
previo previo AQ0MS00 0.983871
a a SP 0.998775
su su DP3CSN 1
determinación determinación NCFS000 1
, , Fc 1
quien quien PR0CS00 1
podrá poder VMIF3S0 1
emitir emitir VMN0000 1
una uno DI0FS0 0.951973
opinión opinión NCFS000 1
técnica técnico AQ0FS00 0.294798
. . Fp 1

Las el DA0FP0 0.988184
concesiones concesión NCFP000 1
podrán poder VMIF3P0 1
ser ser VSN0000 0.959637
para para SP 0.999834
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
, , Fc 1
público público AQ0MS00 0.409696
, , Fc 1
privado privar VMP00SM 0.99569
y y CC 0.999989
social social AQ0CS00 0.998783
que que PR0CN00 0.550139
incluyen incluir VMIP3P0 1
las el DA0FP0 0.988184
comunitarias comunitario AQ0FP00 1
y y CC 0.999989
las el DA0FP0 0.988184
indígenas indígena NCCP000 0.596154
, , Fc 1
las el DA0FP0 0.988184
que que PR0CN00 0.550139
se se P00CN00 0.494509
sujetarán sujetar VMIF3P0 1
, , Fc 1
de_acuerdo_con de_acuerdo_con SP 1
sus su DP3CPN 0.999903
fines fin NCMP000 0.994186
, , Fc 1
a a SP 0.998775
los el DA0MP0 0.992728
principios principio NCMP000 1
establecidos establecer VMP00PM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
2o 2o Z 1
. . Fp 1
, , Fc 1
3o 3o Z 1
. . Fp 1
, , Fc 1
6o 6o Z 1
. . Fp 1
y y CC 0.999989
7o 7o Z 1
. . Fp 1
de de SP 0.999961
esta este DD0FS0 0.978817
Constitución constitución NP00000 1
. . Fp 1

El el DA0MS0 1
Instituto instituto NP00000 1
fijará fijar VMIF3S0 1
el el DA0MS0 1
monto monto NCMS000 0.939852
de de SP 0.999961
las el DA0FP0 0.988184
contraprestaciones contraprestación NCFP000 1
por por SP 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
, , Fc 1
así_como así_como CC 1
por por SP 1
la el DA0FS0 0.98926
autorización autorización NCFS000 1
de de SP 0.999961
servicios servicio NCMP000 1
vinculados vincular VMP00PM 1
a a SP 0.998775
éstas este PD0FP00 1
, , Fc 1
previa previo AQ0FS00 1
opinión opinión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
autoridad autoridad NCFS000 1
hacendaria hacendario AQ0FS00 1
. . Fp 1

Las el DA0FP0 0.988184
opiniones opinión NCFP000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
este este DD0MS0 0.949201
párrafo párrafo NCMS000 1
no no RN 0.999297
serán ser VSIF3P0 1
vinculantes vinculante AQ0CP00 1
y y CC 0.999989
deberán deber VMIF3P0 1
emitir emitir VMN0000 1
se se PP3CN00 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
mayor mayor AQ0CS00 0.9995
de de SP 0.999961
treinta_días TM_d:30 Zu 1
; ; Fx 1
transcurrido transcurrir VMP00SM 1
dicho decir VMP00SM 0.997159
plazo plazo NCMS000 1
sin sin SP 1
que que CS 0.449861
se se P00CN00 0.494509
emitan emitir VMSP3P0 0.941964
las el DA0FP0 0.988184
opiniones opinión NCFP000 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
continuará continuar VMIF3S0 1
los el DA0MP0 0.992728
trámites trámite NCMP000 1
correspondientes correspondiente AQ0CP00 0.980769
. . Fp 1
” ” Frc 1
[ [ Fca 1
Énfasis énfasis NCMN000 0.668984
añadido añadir VMP00SM 0.992958
] ] Fct 1
A a NP00000 1
su su DP3CSN 1
vez vez NCFS000 1
, , Fc 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
décimo 10 AO0MS00 0.607399
octavo 8 AO0MS00 0.978495
de de SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
precepto precepto NCMS000 1
constitucional constitucional AQ0CS00 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
, , Fc 1
tratando tratar VMG0000 1
se se PP3CN00 1
de de SP 0.999961
concesiones concesión NCFP000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
, , Fc 1
éstas este PD0FP00 1
serán ser VSIF3P0 1
otorgadas otorgar VMP00PF 1
mediante mediante SP 0.99763
licitación licitación NCFS000 1
pública público AQ0FS00 1
, , Fc 1
a_fin_de a_fin_de SP 1
asegurar asegurar VMN0000 1
la el DA0FS0 0.98926
máxima máximo AQ0FS00 0.919847
concurrencia concurrencia NCFS000 1
, , Fc 1
previniendo prevenir VMG0000 1
fenómenos fenómeno NCMP000 1
de de SP 0.999961
concentración concentración NCFS000 1
que que PR0CN00 0.550139
contraríen contrariar VMSP3P0 0.941964
el el DA0MS0 1
interés interés NCMS000 1
público público AQ0MS00 0.409696
y y CC 0.999989
asegurando asegurar VMG0000 1
el el DA0MS0 1
menor menor AQ0CS00 0.977178
precio precio NCMS000 0.998705
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
a a SP 1
el el DA0MS0 1
usuario usuario NCMS000 0.987805
final final AQ0CS00 0.365702
; ; Fx 1
a a SP 0.998775
su su DP3CSN 1
vez vez NCFS000 1
, , Fc 1
tratando tratar VMG0000 1
se se PP3CN00 1
de de SP 0.999961
concesiones concesión NCFP000 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
y y CC 0.999989
social social AQ0CS00 0.998783
, , Fc 1
las el DA0FP0 0.988184
mismas mismo AQ0FP00 0.995495
se se P00CN00 0.494509
otorgarán otorgar VMIF3P0 1
bajo bajo SP 0.909179
el el DA0MS0 1
mecanismo mecanismo NCMS000 1
de de SP 0.999961
asignación asignación NCFS000 1
directa directo AQ0FS00 1
y y CC 0.999989
sin sin SP 1
fines fin NCMP000 0.994186
de de SP 0.999961
lucro lucro NCMS000 0.989726
conforme_a conforme_a SP 1
lo el DA00S0 0.665165
previsto prever VMP00SM 1
por por SP 1
la el DA0FS0 0.98926
ley ley NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
materia materia NCFS000 1
. . Fp 1

A a SP 0.998775
continuación continuación NCFS000 1
se se P00CN00 0.494509
realiza realizar VMIP3S0 0.991803
la el DA0FS0 0.98926
transcripción transcripción NCFS000 1
de de SP 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
en en SP 1
comento comento NCMS000 0.987779
: : Fd 1
“ “ Fra 1
Artículo artículo NCMS000 0.668984
28 28 Z 1
. . Fp 1
… … Fz 1
… … Fz 1
. . Fp 1

Las el DA0FP0 0.988184
concesiones concesión NCFP000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
serán ser VSIF3P0 1
otorgadas otorgar VMP00PF 1
mediante mediante SP 0.99763
licitación licitación NCFS000 1
pública público AQ0FS00 1
, , Fc 1
a_fin_de a_fin_de SP 1
asegurar asegurar VMN0000 1
la el DA0FS0 0.98926
máxima máximo AQ0FS00 0.919847
concurrencia concurrencia NCFS000 1
, , Fc 1
previniendo prevenir VMG0000 1
fenómenos fenómeno NCMP000 1
de de SP 0.999961
concentración concentración NCFS000 1
que que PR0CN00 0.550139
contraríen contrariar VMSP3P0 0.941964
el el DA0MS0 1
interés interés NCMS000 1
público público AQ0MS00 0.409696
y y CC 0.999989
asegurando asegurar VMG0000 1
el el DA0MS0 1
menor menor AQ0CS00 0.977178
precio precio NCMS000 0.998705
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
a a SP 1
el el DA0MS0 1
usuario usuario NCMS000 0.987805
final final AQ0CS00 0.365702
; ; Fx 1
en en SP 1
ningún ninguno DI0MS0 1
caso caso NCMS000 0.999445
el el DA0MS0 1
factor factor NCMS000 1
determinante determinante AQ0CS00 0.97619
para para SP 0.999834
definir definir VMN0000 1
a a SP 1
el el DA0MS0 1
ganador ganador NCMS000 0.815315
